t,mon,year
60,7,1973
60,7,1973
55,7,1973
57,7,1973
61,7,1973
60,7,1973
56,7,1973
58,7,1973
56,7,1973
57,7,1973
53,7,1973
54,7,1973
55,7,1973
58,7,1973
55,7,1973
59,7,1973
60,7,1973
64,7,1973
63,7,1973
64,7,1973
65,8,1973
