t,mon,year
49,5,1984
48,5,1984
49,5,1984
51,5,1984
48,5,1984
48,5,1984
47,5,1984
52,5,1984
50,5,1984
50,5,1984
50,5,1984
50,5,1984
54,5,1984
54,5,1984
46,5,1984
48,5,1984
47,5,1984
51,5,1984
53,5,1984
53,5,1984
52,5,1984
51,6,1984
50,6,1984
51,6,1984
53,6,1984
51,6,1984
53,6,1984
61,6,1984
62,6,1984
59,6,1984
56,6,1984
56,6,1984
60,6,1984
60,6,1984
56,6,1984
60,6,1984
61,6,1984
60,6,1984
64,6,1984
64,6,1984
61,6,1984
54,6,1984
57,6,1984
53,6,1984
59,6,1984
62,6,1984
62,6,1984
60,6,1984
53,6,1984
54,6,1984
55,6,1984
55,7,1984
56,7,1984
56,7,1984
60,7,1984
63,7,1984
68,7,1984
65,7,1984
65,7,1984
61,7,1984
61,7,1984
62,7,1984
59,7,1984
58,7,1984
58,7,1984
57,7,1984
58,7,1984
62,7,1984
63,7,1984
61,7,1984
60,7,1984
58,7,1984
59,7,1984
59,7,1984
62,7,1984
63,7,1984
61,7,1984
61,7,1984
66,7,1984
62,7,1984
61,7,1984
60,7,1984
60,8,1984
59,8,1984
59,8,1984
57,8,1984
56,8,1984
59,8,1984
58,8,1984
57,8,1984
58,8,1984
58,8,1984
61,8,1984
59,8,1984
60,8,1984
60,8,1984
59,8,1984
60,8,1984
62,8,1984
67,8,1984
65,8,1984
66,8,1984
66,8,1984
65,8,1984
64,8,1984
63,8,1984
63,8,1984
64,8,1984
63,8,1984
62,8,1984
61,8,1984
65,8,1984
65,8,1984
64,9,1984
65,9,1984
60,9,1984
53,9,1984
53,9,1984
55,9,1984
58,9,1984
56,9,1984
55,9,1984
55,9,1984
60,9,1984
62,9,1984
62,9,1984
58,9,1984
55,9,1984
56,9,1984
53,9,1984
54,9,1984
53,9,1984
50,9,1984
49,9,1984
51,9,1984
50,9,1984
49,9,1984
51,9,1984
52,9,1984
59,9,1984
56,9,1984
54,9,1984
50,9,1984
47,10,1984
46,10,1984
44,10,1984
47,10,1984
46,10,1984
47,10,1984
53,10,1984
59,10,1984
52,10,1984
53,10,1984
54,10,1984
56,10,1984
59,10,1984
60,10,1984
55,10,1984
54,10,1984
53,10,1984
51,10,1984
50,10,1984
46,10,1984
49,10,1984
57,10,1984
48,10,1984
53,10,1984
47,10,1984
43,10,1984
48,10,1984
54,10,1984
57,10,1984
53,10,1984
53,10,1984
54,11,1984
46,11,1984
42,11,1984
44,11,1984
42,11,1984
41,11,1984
48,11,1984
52,11,1984
49,11,1984
49,11,1984
53,11,1984
48,11,1984
45,11,1984
40,11,1984
38,11,1984
41,11,1984
37,11,1984
43,11,1984
40,11,1984
44,11,1984
48,11,1984
47,11,1984
47,11,1984
44,11,1984
42,11,1984
40,11,1984
51,11,1984
47,11,1984
50,11,1984
50,11,1984
39,12,1984
35,12,1984
47,12,1984
47,12,1984
46,12,1984
43,12,1984
51,12,1984
44,12,1984
39,12,1984
45,12,1984
45,12,1984
47,12,1984
48,12,1984
40,12,1984
38,12,1984
40,12,1984
39,12,1984
38,12,1984
47,12,1984
45,12,1984
40,12,1984
51,12,1984
54,12,1984
39,12,1984
40,12,1984
34,12,1984
36,12,1984
44,12,1984
49,12,1984
48,12,1984
42,12,1984
35,1,1985
32,1,1985
34,1,1985
38,1,1985
38,1,1985
36,1,1985
36,1,1985
35,1,1985
36,1,1985
38,1,1985
38,1,1985
38,1,1985
36,1,1985
34,1,1985
36,1,1985
32,1,1985
29,1,1985
33,1,1985
35,1,1985
38,1,1985
40,1,1985
34,1,1985
31,1,1985
38,1,1985
41,1,1985
36,1,1985
41,1,1985
44,1,1985
49,1,1985
48,1,1985
47,1,1985
49,2,1985
47,2,1985
49,2,1985
46,2,1985
44,2,1985
46,2,1985
44,2,1985
40,2,1985
35,2,1985
31,2,1985
30,2,1985
31,2,1985
32,2,1985
36,2,1985
33,2,1985
36,2,1985
36,2,1985
34,2,1985
43,2,1985
41,2,1985
42,2,1985
44,2,1985
49,2,1985
45,2,1985
44,2,1985
43,2,1985
44,2,1985
46,2,1985
43,3,1985
43,3,1985
43,3,1985
41,3,1985
41,3,1985
47,3,1985
43,3,1985
45,3,1985
51,3,1985
47,3,1985
41,3,1985
43,3,1985
44,3,1985
38,3,1985
36,3,1985
35,3,1985
35,3,1985
39,3,1985
38,3,1985
36,3,1985
38,3,1985
37,3,1985
41,3,1985
38,3,1985
40,3,1985
39,3,1985
38,3,1985
41,3,1985
49,3,1985
51,3,1985
50,3,1985
53,4,1985
49,4,1985
54,4,1985
48,4,1985
49,4,1985
48,4,1985
44,4,1985
46,4,1985
45,4,1985
46,4,1985
43,4,1985
43,4,1985
44,4,1985
46,4,1985
53,4,1985
56,4,1985
53,4,1985
50,4,1985
50,4,1985
42,4,1985
43,4,1985
45,4,1985
45,4,1985
47,4,1985
46,4,1985
47,4,1985
44,4,1985
41,4,1985
51,4,1985
50,4,1985
44,5,1985
47,5,1985
44,5,1985
45,5,1985
44,5,1985
46,5,1985
49,5,1985
50,5,1985
45,5,1985
49,5,1985
49,5,1985
48,5,1985
49,5,1985
50,5,1985
49,5,1985
54,5,1985
58,5,1985
55,5,1985
49,5,1985
48,5,1985
49,5,1985
51,5,1985
53,5,1985
53,5,1985
55,5,1985
56,5,1985
53,5,1985
49,5,1985
51,5,1985
54,5,1985
54,5,1985
54,6,1985
55,6,1985
56,6,1985
57,6,1985
53,6,1985
50,6,1985
47,6,1985
50,6,1985
51,6,1985
51,6,1985
53,6,1985
51,6,1985
51,6,1985
50,6,1985
51,6,1985
54,6,1985
55,6,1985
54,6,1985
54,6,1985
54,6,1985
54,6,1985
55,6,1985
56,6,1985
54,6,1985
54,6,1985
54,6,1985
55,6,1985
58,6,1985
55,6,1985
58,6,1985
59,7,1985
63,7,1985
61,7,1985
64,7,1985
60,7,1985
56,7,1985
59,7,1985
61,7,1985
60,7,1985
61,7,1985
61,7,1985
62,7,1985
56,7,1985
56,7,1985
54,7,1985
57,7,1985
58,7,1985
56,7,1985
55,7,1985
53,7,1985
55,7,1985
61,7,1985
60,7,1985
64,7,1985
59,7,1985
62,7,1985
58,7,1985
54,7,1985
58,7,1985
61,7,1985
57,7,1985
55,8,1985
58,8,1985
55,8,1985
53,8,1985
55,8,1985
54,8,1985
55,8,1985
52,8,1985
55,8,1985
54,8,1985
53,8,1985
54,8,1985
56,8,1985
56,8,1985
55,8,1985
58,8,1985
55,8,1985
62,8,1985
60,8,1985
59,8,1985
58,8,1985
54,8,1985
55,8,1985
52,8,1985
53,8,1985
54,8,1985
62,8,1985
57,8,1985
56,8,1985
60,8,1985
56,8,1985
55,9,1985
55,9,1985
55,9,1985
51,9,1985
53,9,1985
52,9,1985
56,9,1985
60,9,1985
65,9,1985
60,9,1985
61,9,1985
57,9,1985
55,9,1985
56,9,1985
53,9,1985
59,9,1985
60,9,1985
60,9,1985
54,9,1985
51,9,1985
63,9,1985
61,9,1985
58,9,1985
57,9,1985
61,9,1985
62,9,1985
61,9,1985
61,9,1985
63,9,1985
65,9,1985
63,10,1985
61,10,1985
58,10,1985
57,10,1985
55,10,1985
56,10,1985
51,10,1985
49,10,1985
52,10,1985
58,10,1985
53,10,1985
54,10,1985
56,10,1985
56,10,1985
49,10,1985
49,10,1985
50,10,1985
53,10,1985
54,10,1985
51,10,1985
50,10,1985
49,10,1985
48,10,1985
51,10,1985
50,10,1985
52,10,1985
48,10,1985
47,10,1985
49,10,1985
46,10,1985
43,11,1985
39,11,1985
39,11,1985
51,11,1985
43,11,1985
43,11,1985
48,11,1985
53,11,1985
45,11,1985
36,11,1985
38,11,1985
38,11,1985
40,11,1985
43,11,1985
37,11,1985
45,11,1985
40,11,1985
46,11,1985
41,11,1985
41,11,1985
40,11,1985
39,11,1985
42,11,1985
43,11,1985
40,11,1985
36,11,1985
34,11,1985
32,11,1985
38,11,1985
47,11,1985
56,12,1985
55,12,1985
54,12,1985
48,12,1985
45,12,1985
44,12,1985
43,12,1985
39,12,1985
34,12,1985
44,12,1985
43,12,1985
51,12,1985
54,12,1985
53,12,1985
53,12,1985
51,12,1985
53,12,1985
44,12,1985
45,12,1985
50,12,1985
51,12,1985
44,12,1985
44,12,1985
40,12,1985
42,12,1985
41,12,1985
32,12,1985
28,12,1985
27,12,1985
42,12,1985
39,12,1985
38,1,1986
41,1,1986
36,1,1986
39,1,1986
36,1,1986
36,1,1986
38,1,1986
39,1,1986
46,1,1986
47,1,1986
40,1,1986
42,1,1986
48,1,1986
41,1,1986
40,1,1986
36,1,1986
45,1,1986
48,1,1986
44,1,1986
44,1,1986
40,1,1986
43,1,1986
38,1,1986
35,1,1986
35,1,1986
44,1,1986
38,1,1986
36,1,1986
32,1,1986
39,1,1986
40,1,1986
39,2,1986
38,2,1986
39,2,1986
37,2,1986
36,2,1986
32,2,1986
34,2,1986
34,2,1986
33,2,1986
37,2,1986
38,2,1986
36,2,1986
38,2,1986
34,2,1986
33,2,1986
35,2,1986
36,2,1986
37,2,1986
35,2,1986
32,2,1986
32,2,1986
31,2,1986
34,2,1986
34,2,1986
35,2,1986
31,2,1986
33,2,1986
36,2,1986
34,3,1986
34,3,1986
35,3,1986
50,3,1986
44,3,1986
39,3,1986
43,3,1986
46,3,1986
44,3,1986
42,3,1986
44,3,1986
43,3,1986
43,3,1986
50,3,1986
51,3,1986
46,3,1986
42,3,1986
44,3,1986
42,3,1986
43,3,1986
45,3,1986
51,3,1986
41,3,1986
35,3,1986
39,3,1986
42,3,1986
45,3,1986
42,3,1986
40,3,1986
39,3,1986
40,3,1986
41,4,1986
40,4,1986
39,4,1986
42,4,1986
40,4,1986
41,4,1986
38,4,1986
40,4,1986
42,4,1986
40,4,1986
41,4,1986
43,4,1986
42,4,1986
41,4,1986
41,4,1986
39,4,1986
40,4,1986
38,4,1986
43,4,1986
47,4,1986
42,4,1986
44,4,1986
44,4,1986
45,4,1986
47,4,1986
48,4,1986
46,4,1986
48,4,1986
47,4,1986
52,4,1986
52,5,1986
49,5,1986
47,5,1986
45,5,1986
47,5,1986
47,5,1986
48,5,1986
51,5,1986
55,5,1986
55,5,1986
53,5,1986
53,5,1986
48,5,1986
45,5,1986
46,5,1986
48,5,1986
51,5,1986
56,5,1986
53,5,1986
53,5,1986
49,5,1986
50,5,1986
51,5,1986
51,5,1986
56,5,1986
53,5,1986
50,5,1986
48,5,1986
50,5,1986
50,5,1986
56,5,1986
59,6,1986
60,6,1986
54,6,1986
49,6,1986
50,6,1986
51,6,1986
52,6,1986
52,6,1986
57,6,1986
49,6,1986
51,6,1986
58,6,1986
63,6,1986
62,6,1986
60,6,1986
63,6,1986
54,6,1986
52,6,1986
56,6,1986
55,6,1986
55,6,1986
56,6,1986
56,6,1986
54,6,1986
60,6,1986
62,6,1986
61,6,1986
64,6,1986
60,6,1986
59,6,1986
59,7,1986
61,7,1986
59,7,1986
61,7,1986
56,7,1986
56,7,1986
57,7,1986
58,7,1986
54,7,1986
57,7,1986
57,7,1986
60,7,1986
62,7,1986
69,7,1986
68,7,1986
63,7,1986
57,7,1986
57,7,1986
57,7,1986
59,7,1986
57,7,1986
54,7,1986
53,7,1986
56,7,1986
59,7,1986
60,7,1986
61,7,1986
59,7,1986
58,7,1986
59,7,1986
57,7,1986
53,8,1986
58,8,1986
54,8,1986
54,8,1986
53,8,1986
58,8,1986
56,8,1986
55,8,1986
55,8,1986
58,8,1986
56,8,1986
57,8,1986
56,8,1986
55,8,1986
56,8,1986
56,8,1986
57,8,1986
54,8,1986
54,8,1986
54,8,1986
53,8,1986
55,8,1986
53,8,1986
53,8,1986
52,8,1986
50,8,1986
51,8,1986
50,8,1986
52,8,1986
52,8,1986
52,8,1986
59,9,1986
57,9,1986
55,9,1986
53,9,1986
53,9,1986
55,9,1986
52,9,1986
53,9,1986
52,9,1986
51,9,1986
49,9,1986
51,9,1986
51,9,1986
48,9,1986
46,9,1986
47,9,1986
50,9,1986
50,9,1986
52,9,1986
53,9,1986
53,9,1986
56,9,1986
55,9,1986
54,9,1986
54,9,1986
53,9,1986
57,9,1986
63,9,1986
61,9,1986
56,9,1986
56,10,1986
54,10,1986
53,10,1986
57,10,1986
60,10,1986
60,10,1986
60,10,1986
58,10,1986
58,10,1986
53,10,1986
50,10,1986
51,10,1986
51,10,1986
53,10,1986
48,10,1986
50,10,1986
50,10,1986
50,10,1986
43,10,1986
45,10,1986
49,10,1986
44,10,1986
43,10,1986
49,10,1986
47,10,1986
49,10,1986
59,10,1986
51,10,1986
47,10,1986
49,10,1986
47,10,1986
44,11,1986
42,11,1986
47,11,1986
45,11,1986
50,11,1986
45,11,1986
54,11,1986
42,11,1986
53,11,1986
51,11,1986
44,11,1986
49,11,1986
51,11,1986
46,11,1986
46,11,1986
49,11,1986
42,11,1986
44,11,1986
42,11,1986
40,11,1986
40,11,1986
43,11,1986
44,11,1986
53,11,1986
52,11,1986
44,11,1986
50,11,1986
51,11,1986
50,11,1986
46,11,1986
49,12,1986
52,12,1986
54,12,1986
51,12,1986
47,12,1986
42,12,1986
49,12,1986
43,12,1986
38,12,1986
44,12,1986
44,12,1986
44,12,1986
40,12,1986
37,12,1986
44,12,1986
38,12,1986
45,12,1986
40,12,1986
36,12,1986
36,12,1986
35,12,1986
34,12,1986
37,12,1986
45,12,1986
43,12,1986
39,12,1986
40,12,1986
49,12,1986
51,12,1986
49,12,1986
45,12,1986
45,1,1987
42,1,1987
39,1,1987
47,1,1987
41,1,1987
38,1,1987
33,1,1987
39,1,1987
42,1,1987
39,1,1987
31,1,1987
26,1,1987
26,1,1987
30,1,1987
35,1,1987
36,1,1987
38,1,1987
42,1,1987
46,1,1987
51,1,1987
49,1,1987
46,1,1987
43,1,1987
40,1,1987
42,1,1987
41,1,1987
39,1,1987
38,1,1987
39,1,1987
36,1,1987
33,1,1987
42,2,1987
47,2,1987
44,2,1987
44,2,1987
51,2,1987
48,2,1987
41,2,1987
50,2,1987
45,2,1987
40,2,1987
37,2,1987
35,2,1987
37,2,1987
35,2,1987
34,2,1987
33,2,1987
33,2,1987
31,2,1987
38,2,1987
39,2,1987
38,2,1987
40,2,1987
38,2,1987
39,2,1987
38,2,1987
48,2,1987
53,2,1987
49,2,1987
51,3,1987
43,3,1987
38,3,1987
41,3,1987
45,3,1987
44,3,1987
41,3,1987
39,3,1987
38,3,1987
38,3,1987
40,3,1987
38,3,1987
37,3,1987
42,3,1987
41,3,1987
43,3,1987
46,3,1987
36,3,1987
34,3,1987
34,3,1987
35,3,1987
40,3,1987
41,3,1987
44,3,1987
45,3,1987
47,3,1987
47,3,1987
40,3,1987
40,3,1987
47,3,1987
50,3,1987
42,4,1987
40,4,1987
43,4,1987
43,4,1987
42,4,1987
45,4,1987
46,4,1987
45,4,1987
45,4,1987
43,4,1987
44,4,1987
45,4,1987
54,4,1987
52,4,1987
54,4,1987
52,4,1987
52,4,1987
56,4,1987
52,4,1987
48,4,1987
51,4,1987
49,4,1987
51,4,1987
51,4,1987
52,4,1987
57,4,1987
58,4,1987
57,4,1987
55,4,1987
55,4,1987
48,5,1987
45,5,1987
44,5,1987
48,5,1987
51,5,1987
52,5,1987
53,5,1987
56,5,1987
52,5,1987
50,5,1987
52,5,1987
49,5,1987
47,5,1987
47,5,1987
47,5,1987
47,5,1987
50,5,1987
50,5,1987
51,5,1987
52,5,1987
55,5,1987
51,5,1987
50,5,1987
50,5,1987
53,5,1987
56,5,1987
57,5,1987
54,5,1987
55,5,1987
59,5,1987
56,5,1987
57,6,1987
51,6,1987
53,6,1987
53,6,1987
53,6,1987
52,6,1987
51,6,1987
49,6,1987
48,6,1987
49,6,1987
52,6,1987
51,6,1987
47,6,1987
49,6,1987
51,6,1987
51,6,1987
54,6,1987
53,6,1987
56,6,1987
54,6,1987
56,6,1987
59,6,1987
59,6,1987
57,6,1987
59,6,1987
54,6,1987
63,6,1987
64,6,1987
61,6,1987
60,6,1987
56,7,1987
55,7,1987
61,7,1987
65,7,1987
68,7,1987
64,7,1987
59,7,1987
58,7,1987
59,7,1987
69,7,1987
61,7,1987
62,7,1987
62,7,1987
60,7,1987
59,7,1987
57,7,1987
58,7,1987
54,7,1987
57,7,1987
60,7,1987
61,7,1987
61,7,1987
60,7,1987
59,7,1987
57,7,1987
59,7,1987
62,7,1987
63,7,1987
61,7,1987
60,7,1987
62,7,1987
58,8,1987
60,8,1987
57,8,1987
55,8,1987
53,8,1987
54,8,1987
53,8,1987
57,8,1987
56,8,1987
59,8,1987
61,8,1987
62,8,1987
62,8,1987
61,8,1987
66,8,1987
70,8,1987
68,8,1987
60,8,1987
64,8,1987
64,8,1987
60,8,1987
59,8,1987
56,8,1987
57,8,1987
55,8,1987
57,8,1987
58,8,1987
62,8,1987
61,8,1987
59,8,1987
60,8,1987
61,9,1987
58,9,1987
62,9,1987
58,9,1987
58,9,1987
55,9,1987
55,9,1987
54,9,1987
57,9,1987
55,9,1987
58,9,1987
58,9,1987
56,9,1987
56,9,1987
55,9,1987
54,9,1987
57,9,1987
53,9,1987
55,9,1987
60,9,1987
61,9,1987
56,9,1987
56,9,1987
50,9,1987
47,9,1987
46,9,1987
48,9,1987
49,9,1987
50,9,1987
52,9,1987
54,10,1987
54,10,1987
56,10,1987
55,10,1987
56,10,1987
48,10,1987
52,10,1987
46,10,1987
45,10,1987
41,10,1987
44,10,1987
47,10,1987
47,10,1987
47,10,1987
44,10,1987
46,10,1987
50,10,1987
53,10,1987
50,10,1987
52,10,1987
45,10,1987
45,10,1987
44,10,1987
41,10,1987
49,10,1987
51,10,1987
45,10,1987
45,10,1987
51,10,1987
51,10,1987
51,10,1987
47,11,1987
50,11,1987
51,11,1987
49,11,1987
46,11,1987
45,11,1987
46,11,1987
47,11,1987
49,11,1987
48,11,1987
45,11,1987
42,11,1987
42,11,1987
41,11,1987
50,11,1987
48,11,1987
51,11,1987
56,11,1987
48,11,1987
44,11,1987
45,11,1987
43,11,1987
42,11,1987
41,11,1987
38,11,1987
37,11,1987
38,11,1987
41,11,1987
43,11,1987
39,11,1987
44,12,1987
45,12,1987
42,12,1987
43,12,1987
44,12,1987
44,12,1987
42,12,1987
38,12,1987
35,12,1987
37,12,1987
42,12,1987
43,12,1987
41,12,1987
40,12,1987
43,12,1987
49,12,1987
53,12,1987
49,12,1987
51,12,1987
54,12,1987
51,12,1987
43,12,1987
48,12,1987
50,12,1987
46,12,1987
53,12,1987
52,12,1987
55,12,1987
53,12,1987
49,12,1987
47,12,1987
51,1,1988
45,1,1988
43,1,1988
40,1,1988
41,1,1988
40,1,1988
36,1,1988
50,1,1988
51,1,1988
41,1,1988
41,1,1988
48,1,1988
45,1,1988
45,1,1988
43,1,1988
41,1,1988
42,1,1988
38,1,1988
45,1,1988
38,1,1988
36,1,1988
35,1,1988
45,1,1988
45,1,1988
42,1,1988
39,1,1988
43,1,1988
43,1,1988
41,1,1988
39,1,1988
39,1,1988
44,2,1988
39,2,1988
40,2,1988
38,2,1988
38,2,1988
35,2,1988
36,2,1988
37,2,1988
40,2,1988
37,2,1988
36,2,1988
36,2,1988
47,2,1988
45,2,1988
45,2,1988
38,2,1988
40,2,1988
45,2,1988
45,2,1988
44,2,1988
44,2,1988
44,2,1988
41,2,1988
39,2,1988
38,2,1988
42,2,1988
46,2,1988
45,2,1988
37,2,1988
37,3,1988
38,3,1988
38,3,1988
34,3,1988
40,3,1988
46,3,1988
48,3,1988
46,3,1988
45,3,1988
42,3,1988
47,3,1988
47,3,1988
46,3,1988
45,3,1988
46,3,1988
43,3,1988
42,3,1988
45,3,1988
53,3,1988
49,3,1988
47,3,1988
47,3,1988
46,3,1988
46,3,1988
43,3,1988
44,3,1988
46,3,1988
46,3,1988
43,3,1988
44,3,1988
45,3,1988
46,4,1988
42,4,1988
46,4,1988
45,4,1988
46,4,1988
44,4,1988
46,4,1988
44,4,1988
43,4,1988
45,4,1988
48,4,1988
46,4,1988
46,4,1988
47,4,1988
51,4,1988
54,4,1988
53,4,1988
52,4,1988
54,4,1988
53,4,1988
55,4,1988
50,4,1988
47,4,1988
46,4,1988
46,4,1988
49,4,1988
46,4,1988
46,4,1988
47,4,1988
47,4,1988
50,5,1988
50,5,1988
49,5,1988
50,5,1988
51,5,1988
52,5,1988
52,5,1988
54,5,1988
52,5,1988
55,5,1988
54,5,1988
52,5,1988
54,5,1988
55,5,1988
58,5,1988
58,5,1988
52,5,1988
47,5,1988
47,5,1988
49,5,1988
53,5,1988
54,5,1988
54,5,1988
51,5,1988
52,5,1988
52,5,1988
53,5,1988
51,5,1988
52,5,1988
52,5,1988
54,5,1988
54,6,1988
54,6,1988
52,6,1988
53,6,1988
52,6,1988
56,6,1988
55,6,1988
56,6,1988
56,6,1988
56,6,1988
58,6,1988
57,6,1988
60,6,1988
61,6,1988
58,6,1988
57,6,1988
59,6,1988
62,6,1988
61,6,1988
63,6,1988
59,6,1988
60,6,1988
61,6,1988
62,6,1988
62,6,1988
58,6,1988
58,6,1988
61,6,1988
60,6,1988
60,6,1988
57,7,1988
55,7,1988
57,7,1988
58,7,1988
56,7,1988
57,7,1988
58,7,1988
56,7,1988
58,7,1988
61,7,1988
58,7,1988
57,7,1988
58,7,1988
57,7,1988
56,7,1988
61,7,1988
57,7,1988
58,7,1988
62,7,1988
57,7,1988
58,7,1988
60,7,1988
61,7,1988
59,7,1988
60,7,1988
57,7,1988
56,7,1988
53,7,1988
55,7,1988
58,7,1988
56,7,1988
57,8,1988
57,8,1988
56,8,1988
62,8,1988
64,8,1988
63,8,1988
62,8,1988
62,8,1988
60,8,1988
59,8,1988
58,8,1988
59,8,1988
57,8,1988
61,8,1988
58,8,1988
59,8,1988
59,8,1988
60,8,1988
57,8,1988
56,8,1988
56,8,1988
57,8,1988
58,8,1988
56,8,1988
55,8,1988
56,8,1988
60,8,1988
55,8,1988
55,8,1988
56,8,1988
56,8,1988
58,9,1988
54,9,1988
54,9,1988
57,9,1988
58,9,1988
60,9,1988
63,9,1988
64,9,1988
58,9,1988
60,9,1988
55,9,1988
55,9,1988
54,9,1988
50,9,1988
50,9,1988
54,9,1988
54,9,1988
51,9,1988
52,9,1988
56,9,1988
56,9,1988
53,9,1988
53,9,1988
52,9,1988
58,9,1988
58,9,1988
58,9,1988
51,9,1988
47,9,1988
46,9,1988
52,10,1988
57,10,1988
56,10,1988
54,10,1988
52,10,1988
50,10,1988
47,10,1988
50,10,1988
47,10,1988
46,10,1988
51,10,1988
49,10,1988
50,10,1988
53,10,1988
53,10,1988
53,10,1988
54,10,1988
55,10,1988
56,10,1988
53,10,1988
56,10,1988
54,10,1988
54,10,1988
55,10,1988
56,10,1988
56,10,1988
52,10,1988
44,10,1988
40,10,1988
43,10,1988
44,10,1988
40,11,1988
43,11,1988
48,11,1988
45,11,1988
48,11,1988
49,11,1988
49,11,1988
51,11,1988
51,11,1988
54,11,1988
47,11,1988
47,11,1988
42,11,1988
44,11,1988
46,11,1988
49,11,1988
52,11,1988
48,11,1988
44,11,1988
40,11,1988
33,11,1988
35,11,1988
38,11,1988
35,11,1988
38,11,1988
42,11,1988
43,11,1988
49,11,1988
47,11,1988
48,11,1988
44,12,1988
42,12,1988
44,12,1988
44,12,1988
40,12,1988
40,12,1988
42,12,1988
50,12,1988
51,12,1988
49,12,1988
49,12,1988
44,12,1988
50,12,1988
49,12,1988
49,12,1988
42,12,1988
41,12,1988
50,12,1988
46,12,1988
47,12,1988
50,12,1988
49,12,1988
48,12,1988
48,12,1988
53,12,1988
51,12,1988
47,12,1988
54,12,1988
50,12,1988
49,12,1988
47,12,1988
46,1,1989
45,1,1989
48,1,1989
43,1,1989
46,1,1989
47,1,1989
49,1,1989
50,1,1989
45,1,1989
38,1,1989
46,1,1989
42,1,1989
47,1,1989
44,1,1989
51,1,1989
49,1,1989
39,1,1989
41,1,1989
46,1,1989
50,1,1989
41,1,1989
42,1,1989
52,1,1989
51,1,1989
48,1,1989
47,1,1989
54,1,1989
41,1,1989
45,1,1989
47,1,1989
45,1,1989
47,2,1989
48,2,1989
51,2,1989
51,2,1989
48,2,1989
53,2,1989
50,2,1989
47,2,1989
47,2,1989
39,2,1989
44,2,1989
42,2,1989
46,2,1989
44,2,1989
45,2,1989
39,2,1989
46,2,1989
51,2,1989
42,2,1989
39,2,1989
42,2,1989
39,2,1989
37,2,1989
36,2,1989
35,2,1989
37,2,1989
39,2,1989
39,2,1989
42,3,1989
44,3,1989
43,3,1989
47,3,1989
51,3,1989
51,3,1989
42,3,1989
46,3,1989
52,3,1989
42,3,1989
46,3,1989
47,3,1989
43,3,1989
45,3,1989
43,3,1989
39,3,1989
38,3,1989
48,3,1989
48,3,1989
37,3,1989
43,3,1989
44,3,1989
42,3,1989
44,3,1989
41,3,1989
51,3,1989
49,3,1989
43,3,1989
47,3,1989
55,3,1989
51,3,1989
48,4,1989
45,4,1989
42,4,1989
39,4,1989
39,4,1989
38,4,1989
42,4,1989
43,4,1989
47,4,1989
45,4,1989
44,4,1989
44,4,1989
41,4,1989
44,4,1989
44,4,1989
45,4,1989
46,4,1989
49,4,1989
50,4,1989
46,4,1989
46,4,1989
44,4,1989
41,4,1989
36,4,1989
38,4,1989
41,4,1989
42,4,1989
44,4,1989
50,4,1989
53,4,1989
57,5,1989
56,5,1989
54,5,1989
53,5,1989
50,5,1989
50,5,1989
55,5,1989
57,5,1989
51,5,1989
47,5,1989
45,5,1989
46,5,1989
48,5,1989
53,5,1989
56,5,1989
53,5,1989
54,5,1989
61,5,1989
53,5,1989
59,5,1989
59,5,1989
59,5,1989
61,5,1989
58,5,1989
53,5,1989
53,5,1989
55,5,1989
56,5,1989
53,5,1989
49,5,1989
46,5,1989
48,6,1989
47,6,1989
51,6,1989
51,6,1989
50,6,1989
51,6,1989
49,6,1989
51,6,1989
55,6,1989
57,6,1989
57,6,1989
61,6,1989
63,6,1989
60,6,1989
60,6,1989
62,6,1989
64,6,1989
65,6,1989
67,6,1989
67,6,1989
59,6,1989
57,6,1989
57,6,1989
60,6,1989
59,6,1989
57,6,1989
54,6,1989
54,6,1989
54,6,1989
58,6,1989
57,7,1989
57,7,1989
60,7,1989
64,7,1989
64,7,1989
63,7,1989
66,7,1989
62,7,1989
58,7,1989
61,7,1989
61,7,1989
64,7,1989
64,7,1989
64,7,1989
68,7,1989
66,7,1989
63,7,1989
63,7,1989
68,7,1989
68,7,1989
68,7,1989
68,7,1989
67,7,1989
69,7,1989
69,7,1989
63,7,1989
62,7,1989
64,7,1989
64,7,1989
59,7,1989
55,7,1989
56,8,1989
64,8,1989
64,8,1989
60,8,1989
65,8,1989
65,8,1989
62,8,1989
65,8,1989
63,8,1989
58,8,1989
61,8,1989
61,8,1989
60,8,1989
58,8,1989
59,8,1989
58,8,1989
57,8,1989
59,8,1989
64,8,1989
65,8,1989
60,8,1989
59,8,1989
60,8,1989
61,8,1989
60,8,1989
60,8,1989
55,8,1989
56,8,1989
64,8,1989
60,8,1989
55,8,1989
56,9,1989
56,9,1989
55,9,1989
57,9,1989
59,9,1989
60,9,1989
57,9,1989
55,9,1989
55,9,1989
55,9,1989
56,9,1989
58,9,1989
56,9,1989
52,9,1989
61,9,1989
55,9,1989
54,9,1989
61,9,1989
57,9,1989
64,9,1989
61,9,1989
52,9,1989
58,9,1989
61,9,1989
61,9,1989
58,9,1989
54,9,1989
54,9,1989
52,9,1989
53,9,1989
53,10,1989
52,10,1989
52,10,1989
58,10,1989
54,10,1989
55,10,1989
56,10,1989
57,10,1989
56,10,1989
55,10,1989
57,10,1989
58,10,1989
50,10,1989
49,10,1989
54,10,1989
60,10,1989
58,10,1989
56,10,1989
55,10,1989
50,10,1989
51,10,1989
54,10,1989
50,10,1989
52,10,1989
52,10,1989
48,10,1989
51,10,1989
53,10,1989
52,10,1989
53,10,1989
53,10,1989
