p,mon,year,
0.03,10,1969,
0.12,10,1969,
0.0,10,1969,
0.0,10,1969,
0.02,10,1969,
0.02,10,1969,
0.01,10,1969,
0.0,10,1969,
0.0,10,1969,
0.0,10,1969,
0.0,10,1969,
0.02,10,1969,
0.11,10,1969,
0.0,10,1969,
0.0,10,1969,
0.0,10,1969,
0.0,10,1969,
0.0,10,1969,
0.0,10,1969,
0.0,10,1969,
0.0,10,1969,
0.05,10,1969,
0.08,10,1969,
0.06,10,1969,
0.02,10,1969,
0.0,10,1969,
0.0,10,1969,
0.03,10,1969,
0.0,10,1969,
0.0,10,1969,
0.0,10,1969,
0.01,11,1969,
0.47,11,1969,
0.91,11,1969,
0.0,11,1969,
0.0,11,1969,
0.0,11,1969,
0.04,11,1969,
0.25,11,1969,
0.07,11,1969,
0.15,11,1969,
0.51,11,1969,
0.01,11,1969,
0.0,11,1969,
0.04,11,1969,
0.11,11,1969,
0.23,11,1969,
0.0,11,1969,
0.02,11,1969,
0.04,11,1969,
0.02,11,1969,
0.44,11,1969,
0.01,11,1969,
0.0,11,1969,
0.01,11,1969,
0.0,11,1969,
0.03,11,1969,
0.02,11,1969,
0.0,11,1969,
0.0,11,1969,
0.13,11,1969,
0.02,12,1969,
0.4,12,1969,
0.03,12,1969,
0.01,12,1969,
0.04,12,1969,
0.01,12,1969,
0.03,12,1969,
0.0,12,1969,
0.0,12,1969,
0.09,12,1969,
0.0,12,1969,
0.0,12,1969,
0.32,12,1969,
0.01,12,1969,
0.0,12,1969,
0.17,12,1969,
0.32,12,1969,
0.35,12,1969,
0.0,12,1969,
0.42,12,1969,
0.2,12,1969,
0.04,12,1969,
0.01,12,1969,
0.0,12,1969,
0.04,12,1969,
0.0,12,1969,
0.0,12,1969,
0.0,12,1969,
0.01,12,1969,
0.01,12,1969,
0.0,12,1969,
0.02,1,1970,
0.04,1,1970,
0.04,1,1970,
0.0,1,1970,
0.03,1,1970,
0.0,1,1970,
0.0,1,1970,
0.14,1,1970,
0.28,1,1970,
0.28,1,1970,
0.24,1,1970,
0.07,1,1970,
0.34,1,1970,
0.1,1,1970,
0.1,1,1970,
0.14,1,1970,
0.1,1,1970,
0.0,1,1970,
0.03,1,1970,
0.03,1,1970,
0.02,1,1970,
0.29,1,1970,
0.02,1,1970,
0.14,1,1970,
0.02,1,1970,
0.0,1,1970,
0.0,1,1970,
0.0,1,1970,
0.06,1,1970,
0.0,1,1970,
0.02,1,1970,
0.18,2,1970,
0.16,2,1970,
0.06,2,1970,
0.01,2,1970,
0.0,2,1970,
0.03,2,1970,
0.02,2,1970,
0.1,2,1970,
0.08,2,1970,
0.0,2,1970,
0.01,2,1970,
0.09,2,1970,
0.04,2,1970,
0.02,2,1970,
0.02,2,1970,
0.48,2,1970,
0.2,2,1970,
0.14,2,1970,
0.14,2,1970,
0.33,2,1970,
0.39,2,1970,
0.1,2,1970,
0.0,2,1970,
0.06,2,1970,
0.0,2,1970,
0.0,2,1970,
0.01,2,1970,
0.0,2,1970,
0.04,3,1970,
0.0,3,1970,
0.18,3,1970,
0.0,3,1970,
0.0,3,1970,
0.0,3,1970,
0.03,3,1970,
0.06,3,1970,
0.07,3,1970,
0.33,3,1970,
0.35,3,1970,
0.03,3,1970,
0.0,3,1970,
0.0,3,1970,
0.0,3,1970,
0.05,3,1970,
0.01,3,1970,
0.08,3,1970,
0.04,3,1970,
0.02,3,1970,
0.29,3,1970,
0.02,3,1970,
0.03,3,1970,
0.0,3,1970,
0.01,3,1970,
0.0,3,1970,
0.0,3,1970,
0.01,3,1970,
0.09,3,1970,
0.11,3,1970,
0.06,3,1970,
0.0,4,1970,
0.01,4,1970,
0.0,4,1970,
0.0,4,1970,
0.07,4,1970,
0.0,4,1970,
0.05,4,1970,
0.01,4,1970,
0.0,4,1970,
0.36,4,1970,
0.61,4,1970,
0.57,4,1970,
0.0,4,1970,
0.15,4,1970,
0.19,4,1970,
0.01,4,1970,
0.08,4,1970,
0.13,4,1970,
0.07,4,1970,
0.21,4,1970,
0.37,4,1970,
0.29,4,1970,
0.0,4,1970,
0.71,4,1970,
0.0,4,1970,
0.0,4,1970,
0.02,4,1970,
0.04,4,1970,
0.06,4,1970,
0.0,4,1970,
0.0,5,1970,
0.0,5,1970,
0.0,5,1970,
0.0,5,1970,
0.0,5,1970,
0.31,5,1970,
0.05,5,1970,
0.0,5,1970,
0.0,5,1970,
0.04,5,1970,
0.0,5,1970,
0.0,5,1970,
0.0,5,1970,
0.0,5,1970,
0.0,5,1970,
0.0,5,1970,
0.0,5,1970,
0.04,5,1970,
0.0,5,1970,
0.03,5,1970,
0.02,5,1970,
0.0,5,1970,
0.0,5,1970,
0.16,5,1970,
0.0,5,1970,
0.0,5,1970,
0.0,5,1970,
0.0,5,1970,
0.0,5,1970,
0.0,5,1970,
0.0,5,1970,
0.04,6,1970,
0.0,6,1970,
0.0,6,1970,
0.0,6,1970,
0.0,6,1970,
0.0,6,1970,
0.0,6,1970,
0.0,6,1970,
0.0,6,1970,
0.0,6,1970,
0.0,6,1970,
0.0,6,1970,
0.0,6,1970,
0.0,6,1970,
0.0,6,1970,
0.0,6,1970,
0.07,6,1970,
0.09,6,1970,
0.0,6,1970,
0.0,6,1970,
0.06,6,1970,
0.11,6,1970,
0.11,6,1970,
0.03,6,1970,
0.0,6,1970,
0.07,6,1970,
0.29,6,1970,
0.07,6,1970,
0.02,6,1970,
0.13,6,1970,
0.15,7,1970,
0.0,7,1970,
0.04,7,1970,
0.03,7,1970,
0.0,7,1970,
0.0,7,1970,
0.0,7,1970,
0.16,7,1970,
0.04,7,1970,
0.07,7,1970,
0.0,7,1970,
0.0,7,1970,
0.17,7,1970,
0.01,7,1970,
0.0,7,1970,
0.0,7,1970,
0.0,7,1970,
0.12,7,1970,
0.0,7,1970,
0.02,7,1970,
0.02,7,1970,
0.18,7,1970,
0.43,7,1970,
0.1,7,1970,
0.34,7,1970,
0.51,7,1970,
0.04,7,1970,
0.1,7,1970,
0.0,7,1970,
0.0,7,1970,
0.0,7,1970,
0.0,8,1970,
0.0,8,1970,
0.2,8,1970,
0.0,8,1970,
0.0,8,1970,
0.06,8,1970,
0.0,8,1970,
0.0,8,1970,
0.08,8,1970,
0.03,8,1970,
0.0,8,1970,
0.28,8,1970,
0.09,8,1970,
0.08,8,1970,
0.9,8,1970,
0.0,8,1970,
0.0,8,1970,
0.0,8,1970,
0.0,8,1970,
0.05,8,1970,
0.27,8,1970,
0.0,8,1970,
0.0,8,1970,
0.0,8,1970,
0.0,8,1970,
0.0,8,1970,
0.0,8,1970,
0.0,8,1970,
0.0,8,1970,
0.01,8,1970,
0.05,8,1970,
0.12,9,1970,
0.08,9,1970,
0.0,9,1970,
0.0,9,1970,
0.0,9,1970,
0.0,9,1970,
0.19,9,1970,
0.09,9,1970,
0.06,9,1970,
0.13,9,1970,
0.01,9,1970,
0.1,9,1970,
0.11,9,1970,
0.0,9,1970,
0.31,9,1970,
0.06,9,1970,
0.3,9,1970,
0.07,9,1970,
0.01,9,1970,
0.0,9,1970,
0.0,9,1970,
0.03,9,1970,
0.0,9,1970,
0.0,9,1970,
0.26,9,1970,
0.0,9,1970,
0.06,9,1970,
0.02,9,1970,
0.13,9,1970,
0.04,9,1970,
0.02,10,1970,
0.04,10,1970,
0.02,10,1970,
0.26,10,1970,
0.03,10,1970,
0.0,10,1970,
0.0,10,1970,
0.01,10,1970,
0.0,10,1970,
0.0,10,1970,
0.1,10,1970,
0.0,10,1970,
0.0,10,1970,
0.0,10,1970,
0.0,10,1970,
0.0,10,1970,
0.0,10,1970,
0.07,10,1970,
0.01,10,1970,
0.0,10,1970,
0.0,10,1970,
0.0,10,1970,
0.0,10,1970,
0.06,10,1970,
0.05,10,1970,
0.28,10,1970,
0.35,10,1970,
0.03,10,1970,
0.07,10,1970,
0.68,10,1970,
0.04,10,1970,
0.49,11,1970,
0.04,11,1970,
0.09,11,1970,
0.01,11,1970,
0.04,11,1970,
1.06,11,1970,
0.0,11,1970,
0.12,11,1970,
0.11,11,1970,
0.23,11,1970,
0.05,11,1970,
0.01,11,1970,
0.01,11,1970,
0.0,11,1970,
0.28,11,1970,
0.0,11,1970,
0.35,11,1970,
0.4,11,1970,
0.15,11,1970,
0.7,11,1970,
0.0,11,1970,
0.52,11,1970,
0.33,11,1970,
0.06,11,1970,
0.01,11,1970,
0.08,11,1970,
0.16,11,1970,
0.01,11,1970,
0.11,11,1970,
0.0,11,1970,
0.0,12,1970,
0.09,12,1970,
0.19,12,1970,
0.02,12,1970,
0.12,12,1970,
0.13,12,1970,
0.0,12,1970,
0.0,12,1970,
0.0,12,1970,
0.0,12,1970,
0.04,12,1970,
0.26,12,1970,
0.0,12,1970,
0.02,12,1970,
0.0,12,1970,
0.02,12,1970,
0.03,12,1970,
0.0,12,1970,
0.04,12,1970,
0.0,12,1970,
0.0,12,1970,
0.0,12,1970,
0.09,12,1970,
0.09,12,1970,
0.14,12,1970,
0.07,12,1970,
0.67,12,1970,
0.33,12,1970,
0.09,12,1970,
0.01,12,1970,
0.01,12,1970,
0.02,1,1971,
0.0,1,1971,
0.0,1,1971,
0.02,1,1971,
0.18,1,1971,
0.03,1,1971,
0.0,1,1971,
0.0,1,1971,
0.0,1,1971,
0.0,1,1971,
0.0,1,1971,
0.0,1,1971,
0.01,1,1971,
0.0,1,1971,
0.03,1,1971,
0.02,1,1971,
0.05,1,1971,
0.04,1,1971,
0.07,1,1971,
0.7,1,1971,
0.16,1,1971,
0.02,1,1971,
0.19,1,1971,
0.03,1,1971,
0.0,1,1971,
0.0,1,1971,
0.08,1,1971,
0.01,1,1971,
0.0,1,1971,
0.0,1,1971,
0.0,1,1971,
0.0,2,1971,
0.02,2,1971,
0.0,2,1971,
0.0,2,1971,
0.0,2,1971,
0.0,2,1971,
0.0,2,1971,
0.0,2,1971,
0.0,2,1971,
0.02,2,1971,
0.26,2,1971,
0.52,2,1971,
0.03,2,1971,
0.12,2,1971,
0.08,2,1971,
0.04,2,1971,
0.12,2,1971,
0.02,2,1971,
0.07,2,1971,
0.05,2,1971,
0.0,2,1971,
0.0,2,1971,
0.0,2,1971,
0.0,2,1971,
0.0,2,1971,
0.17,2,1971,
0.14,2,1971,
0.21,2,1971,
0.27,3,1971,
0.0,3,1971,
0.0,3,1971,
0.0,3,1971,
0.01,3,1971,
0.0,3,1971,
0.0,3,1971,
0.0,3,1971,
0.0,3,1971,
0.02,3,1971,
0.0,3,1971,
0.0,3,1971,
0.22,3,1971,
0.01,3,1971,
0.0,3,1971,
0.01,3,1971,
0.7,3,1971,
1.5,3,1971,
0.28,3,1971,
0.01,3,1971,
0.0,3,1971,
0.0,3,1971,
0.02,3,1971,
0.17,3,1971,
0.09,3,1971,
0.0,3,1971,
0.0,3,1971,
0.03,3,1971,
0.01,3,1971,
0.02,3,1971,
0.0,3,1971,
0.07,4,1971,
0.03,4,1971,
0.0,4,1971,
0.0,4,1971,
0.22,4,1971,
0.0,4,1971,
0.0,4,1971,
0.0,4,1971,
0.0,4,1971,
0.0,4,1971,
0.0,4,1971,
0.0,4,1971,
0.0,4,1971,
0.0,4,1971,
0.06,4,1971,
0.03,4,1971,
0.0,4,1971,
0.0,4,1971,
0.01,4,1971,
0.04,4,1971,
0.69,4,1971,
0.38,4,1971,
0.54,4,1971,
0.1,4,1971,
0.0,4,1971,
0.0,4,1971,
0.0,4,1971,
0.0,4,1971,
0.0,4,1971,
0.0,4,1971,
0.0,5,1971,
0.0,5,1971,
0.0,5,1971,
0.0,5,1971,
0.01,5,1971,
0.15,5,1971,
0.01,5,1971,
0.0,5,1971,
0.04,5,1971,
0.0,5,1971,
0.0,5,1971,
0.0,5,1971,
0.0,5,1971,
0.07,5,1971,
0.04,5,1971,
0.09,5,1971,
0.12,5,1971,
0.0,5,1971,
0.0,5,1971,
0.0,5,1971,
0.0,5,1971,
0.47,5,1971,
0.07,5,1971,
0.0,5,1971,
0.0,5,1971,
0.07,5,1971,
0.04,5,1971,
0.03,5,1971,
0.17,5,1971,
0.03,5,1971,
0.0,5,1971,
0.0,6,1971,
0.0,6,1971,
0.02,6,1971,
0.0,6,1971,
0.0,6,1971,
0.04,6,1971,
0.02,6,1971,
0.29,6,1971,
0.03,6,1971,
0.0,6,1971,
1.13,6,1971,
0.01,6,1971,
0.01,6,1971,
0.0,6,1971,
0.04,6,1971,
0.04,6,1971,
0.38,6,1971,
0.54,6,1971,
0.25,6,1971,
0.06,6,1971,
0.1,6,1971,
0.01,6,1971,
0.0,6,1971,
0.02,6,1971,
0.22,6,1971,
0.14,6,1971,
0.09,6,1971,
0.0,6,1971,
0.0,6,1971,
0.02,6,1971,
0.0,7,1971,
0.0,7,1971,
0.15,7,1971,
0.08,7,1971,
0.0,7,1971,
0.0,7,1971,
0.0,7,1971,
0.0,7,1971,
0.0,7,1971,
0.0,7,1971,
0.0,7,1971,
0.0,7,1971,
0.0,7,1971,
0.0,7,1971,
0.0,7,1971,
0.0,7,1971,
0.0,7,1971,
0.0,7,1971,
0.0,7,1971,
0.0,7,1971,
0.0,7,1971,
0.07,7,1971,
1.19,7,1971,
0.42,7,1971,
0.03,7,1971,
0.32,7,1971,
0.11,7,1971,
0.0,7,1971,
0.0,7,1971,
0.4,7,1971,
0.17,7,1971,
0.23,8,1971,
0.04,8,1971,
0.09,8,1971,
0.16,8,1971,
0.32,8,1971,
0.04,8,1971,
0.02,8,1971,
0.0,8,1971,
0.15,8,1971,
0.0,8,1971,
0.2,8,1971,
0.09,8,1971,
0.62,8,1971,
0.34,8,1971,
0.0,8,1971,
0.0,8,1971,
0.0,8,1971,
0.0,8,1971,
0.0,8,1971,
0.0,8,1971,
0.0,8,1971,
0.0,8,1971,
0.02,8,1971,
0.0,8,1971,
0.0,8,1971,
0.05,8,1971,
0.18,8,1971,
0.37,8,1971,
0.02,8,1971,
0.17,8,1971,
0.02,8,1971,
0.0,9,1971,
0.15,9,1971,
0.2,9,1971,
0.0,9,1971,
0.0,9,1971,
0.0,9,1971,
0.0,9,1971,
0.0,9,1971,
0.0,9,1971,
0.0,9,1971,
0.0,9,1971,
0.0,9,1971,
0.0,9,1971,
0.0,9,1971,
0.0,9,1971,
0.0,9,1971,
0.0,9,1971,
0.0,9,1971,
0.0,9,1971,
0.0,9,1971,
0.0,9,1971,
0.0,9,1971,
0.16,9,1971,
0.01,9,1971,
0.28,9,1971,
0.46,9,1971,
0.0,9,1971,
0.24,9,1971,
0.02,9,1971,
0.0,9,1971,
0.0,10,1971,
0.05,10,1971,
0.0,10,1971,
0.0,10,1971,
0.0,10,1971,
0.03,10,1971,
0.09,10,1971,
0.04,10,1971,
0.0,10,1971,
0.29,10,1971,
0.0,10,1971,
0.11,10,1971,
0.13,10,1971,
0.02,10,1971,
0.02,10,1971,
0.08,10,1971,
0.26,10,1971,
0.65,10,1971,
0.03,10,1971,
0.01,10,1971,
0.0,10,1971,
0.0,10,1971,
0.0,10,1971,
0.0,10,1971,
0.0,10,1971,
0.0,10,1971,
0.0,10,1971,
0.01,10,1971,
0.01,10,1971,
0.17,10,1971,
0.0,10,1971,
0.0,11,1971,
0.09,11,1971,
0.0,11,1971,
0.31,11,1971,
0.0,11,1971,
0.0,11,1971,
0.13,11,1971,
0.01,11,1971,
0.0,11,1971,
0.01,11,1971,
0.02,11,1971,
0.04,11,1971,
0.02,11,1971,
0.0,11,1971,
0.01,11,1971,
0.06,11,1971,
0.59,11,1971,
0.02,11,1971,
0.01,11,1971,
0.66,11,1971,
0.0,11,1971,
0.06,11,1971,
0.06,11,1971,
0.0,11,1971,
0.04,11,1971,
0.01,11,1971,
0.04,11,1971,
0.01,11,1971,
0.18,11,1971,
0.0,11,1971,
0.22,12,1971,
0.01,12,1971,
0.01,12,1971,
0.0,12,1971,
0.0,12,1971,
0.0,12,1971,
0.0,12,1971,
0.0,12,1971,
0.0,12,1971,
0.0,12,1971,
0.0,12,1971,
0.05,12,1971,
0.0,12,1971,
0.01,12,1971,
0.0,12,1971,
0.0,12,1971,
0.0,12,1971,
0.09,12,1971,
0.18,12,1971,
0.04,12,1971,
0.0,12,1971,
0.15,12,1971,
0.0,12,1971,
0.0,12,1971,
0.04,12,1971,
0.44,12,1971,
0.52,12,1971,
0.02,12,1971,
0.03,12,1971,
0.02,12,1971,
0.0,12,1971,
0.02,1,1972,
0.13,1,1972,
0.04,1,1972,
0.0,1,1972,
0.0,1,1972,
0.05,1,1972,
0.06,1,1972,
0.18,1,1972,
0.02,1,1972,
0.35,1,1972,
0.51,1,1972,
0.02,1,1972,
0.48,1,1972,
0.08,1,1972,
0.48,1,1972,
0.15,1,1972,
0.06,1,1972,
0.58,1,1972,
0.01,1,1972,
0.0,1,1972,
0.02,1,1972,
0.11,1,1972,
0.13,1,1972,
0.03,1,1972,
0.08,1,1972,
0.15,1,1972,
0.01,1,1972,
0.03,1,1972,
0.11,1,1972,
0.09,1,1972,
0.25,1,1972,
0.5,2,1972,
0.58,2,1972,
0.0,2,1972,
0.35,2,1972,
0.12,2,1972,
0.0,2,1972,
0.14,2,1972,
0.02,2,1972,
0.01,2,1972,
0.24,2,1972,
0.06,2,1972,
0.09,2,1972,
0.0,2,1972,
0.17,2,1972,
0.01,2,1972,
0.19,2,1972,
0.01,2,1972,
0.0,2,1972,
0.0,2,1972,
0.0,2,1972,
0.0,2,1972,
0.0,2,1972,
0.0,2,1972,
0.0,2,1972,
0.0,2,1972,
0.04,2,1972,
0.07,2,1972,
0.03,2,1972,
0.06,2,1972,
0.0,3,1972,
0.03,3,1972,
0.29,3,1972,
0.01,3,1972,
0.18,3,1972,
0.01,3,1972,
0.0,3,1972,
0.0,3,1972,
0.0,3,1972,
0.0,3,1972,
0.0,3,1972,
0.0,3,1972,
0.01,3,1972,
0.0,3,1972,
0.0,3,1972,
0.0,3,1972,
0.0,3,1972,
0.16,3,1972,
0.1,3,1972,
0.0,3,1972,
0.0,3,1972,
0.0,3,1972,
0.0,3,1972,
0.0,3,1972,
0.04,3,1972,
0.2,3,1972,
0.26,3,1972,
0.02,3,1972,
0.16,3,1972,
0.23,3,1972,
0.43,3,1972,
0.05,4,1972,
0.1,4,1972,
0.02,4,1972,
0.29,4,1972,
0.32,4,1972,
0.16,4,1972,
0.17,4,1972,
0.06,4,1972,
0.15,4,1972,
0.21,4,1972,
0.0,4,1972,
0.03,4,1972,
0.0,4,1972,
0.02,4,1972,
0.0,4,1972,
0.0,4,1972,
0.0,4,1972,
0.0,4,1972,
0.0,4,1972,
0.0,4,1972,
0.0,4,1972,
0.0,4,1972,
0.0,4,1972,
0.0,4,1972,
0.0,4,1972,
0.0,4,1972,
0.0,4,1972,
0.17,4,1972,
0.15,4,1972,
0.2,4,1972,
0.05,5,1972,
0.0,5,1972,
0.0,5,1972,
0.0,5,1972,
0.0,5,1972,
0.24,5,1972,
0.01,5,1972,
0.09,5,1972,
0.1,5,1972,
0.03,5,1972,
0.58,5,1972,
0.0,5,1972,
0.0,5,1972,
0.0,5,1972,
0.0,5,1972,
0.0,5,1972,
0.0,5,1972,
0.03,5,1972,
0.0,5,1972,
0.12,5,1972,
0.06,5,1972,
0.02,5,1972,
0.02,5,1972,
0.03,5,1972,
0.09,5,1972,
0.18,5,1972,
0.01,5,1972,
0.03,5,1972,
0.12,5,1972,
0.21,5,1972,
0.08,5,1972,
0.08,6,1972,
0.11,6,1972,
0.12,6,1972,
0.05,6,1972,
0.28,6,1972,
0.19,6,1972,
0.09,6,1972,
0.1,6,1972,
0.2,6,1972,
0.18,6,1972,
0.0,6,1972,
0.04,6,1972,
0.0,6,1972,
0.04,6,1972,
0.0,6,1972,
0.02,6,1972,
0.04,6,1972,
0.09,6,1972,
0.01,6,1972,
0.04,6,1972,
0.0,6,1972,
0.02,6,1972,
0.02,6,1972,
0.04,6,1972,
0.0,6,1972,
0.52,6,1972,
0.02,6,1972,
0.07,6,1972,
0.11,6,1972,
0.0,6,1972,
0.02,7,1972,
0.0,7,1972,
0.4,7,1972,
0.37,7,1972,
0.02,7,1972,
0.12,7,1972,
0.0,7,1972,
0.0,7,1972,
0.06,7,1972,
0.09,7,1972,
0.01,7,1972,
0.02,7,1972,
0.0,7,1972,
0.0,7,1972,
0.0,7,1972,
0.0,7,1972,
0.0,7,1972,
0.0,7,1972,
0.0,7,1972,
0.0,7,1972,
0.04,7,1972,
0.06,7,1972,
0.09,7,1972,
0.18,7,1972,
0.0,7,1972,
0.0,7,1972,
0.0,7,1972,
0.05,7,1972,
0.01,7,1972,
0.08,7,1972,
0.63,7,1972,
0.02,8,1972,
0.0,8,1972,
0.05,8,1972,
0.01,8,1972,
0.07,8,1972,
0.04,8,1972,
0.37,8,1972,
0.22,8,1972,
0.01,8,1972,
0.15,8,1972,
0.08,8,1972,
0.0,8,1972,
0.0,8,1972,
0.0,8,1972,
0.0,8,1972,
0.05,8,1972,
0.0,8,1972,
0.0,8,1972,
0.03,8,1972,
0.02,8,1972,
0.0,8,1972,
0.0,8,1972,
0.0,8,1972,
0.0,8,1972,
0.0,8,1972,
0.0,8,1972,
0.0,8,1972,
0.0,8,1972,
0.0,8,1972,
0.0,8,1972,
0.0,8,1972,
0.0,9,1972,
0.0,9,1972,
0.0,9,1972,
0.0,9,1972,
0.0,9,1972,
0.09,9,1972,
0.0,9,1972,
0.15,9,1972,
0.0,9,1972,
0.01,9,1972,
0.0,9,1972,
0.05,9,1972,
0.01,9,1972,
0.0,9,1972,
0.0,9,1972,
0.0,9,1972,
0.0,9,1972,
0.0,9,1972,
0.0,9,1972,
0.04,9,1972,
0.01,9,1972,
0.0,9,1972,
0.0,9,1972,
0.0,9,1972,
0.0,9,1972,
0.0,9,1972,
0.0,9,1972,
0.0,9,1972,
0.0,9,1972,
0.0,9,1972,
0.02,10,1972,
0.0,10,1972,
0.0,10,1972,
0.0,10,1972,
0.0,10,1972,
0.0,10,1972,
0.01,10,1972,
0.04,10,1972,
0.39,10,1972,
0.18,10,1972,
0.02,10,1972,
0.0,10,1972,
0.0,10,1972,
0.0,10,1972,
0.0,10,1972,
0.0,10,1972,
0.0,10,1972,
0.0,10,1972,
0.0,10,1972,
0.0,10,1972,
0.0,10,1972,
0.0,10,1972,
0.02,10,1972,
0.06,10,1972,
0.0,10,1972,
0.54,10,1972,
0.26,10,1972,
0.11,10,1972,
0.0,10,1972,
0.0,10,1972,
0.0,10,1972,
0.0,11,1972,
0.0,11,1972,
0.56,11,1972,
0.07,11,1972,
0.0,11,1972,
0.12,11,1972,
0.04,11,1972,
0.11,11,1972,
0.33,11,1972,
0.01,11,1972,
0.03,11,1972,
1.1,11,1972,
0.0,11,1972,
0.0,11,1972,
0.01,11,1972,
0.0,11,1972,
0.0,11,1972,
0.07,11,1972,
0.16,11,1972,
0.02,11,1972,
0.02,11,1972,
0.0,11,1972,
0.0,11,1972,
0.0,11,1972,
0.0,11,1972,
0.0,11,1972,
0.07,11,1972,
0.0,11,1972,
0.32,11,1972,
0.25,11,1972,
0.01,12,1972,
0.0,12,1972,
0.04,12,1972,
0.17,12,1972,
0.17,12,1972,
0.03,12,1972,
0.0,12,1972,
0.02,12,1972,
0.06,12,1972,
0.16,12,1972,
0.43,12,1972,
0.07,12,1972,
0.2,12,1972,
0.0,12,1972,
0.0,12,1972,
0.09,12,1972,
0.0,12,1972,
0.0,12,1972,
0.0,12,1972,
0.0,12,1972,
0.0,12,1972,
0.0,12,1972,
0.05,12,1972,
0.04,12,1972,
0.06,12,1972,
0.06,12,1972,
1.52,12,1972,
0.42,12,1972,
0.01,12,1972,
0.0,12,1972,
0.0,12,1972,
0.0,1,1973,
0.08,1,1973,
0.07,1,1973,
0.0,1,1973,
0.0,1,1973,
0.0,1,1973,
0.0,1,1973,
0.0,1,1973,
0.0,1,1973,
0.01,1,1973,
0.0,1,1973,
0.12,1,1973,
0.1,1,1973,
0.37,1,1973,
0.01,1,1973,
0.0,1,1973,
0.0,1,1973,
0.01,1,1973,
0.19,1,1973,
0.06,1,1973,
0.01,1,1973,
0.08,1,1973,
0.01,1,1973,
0.0,1,1973,
0.05,1,1973,
0.21,1,1973,
0.29,1,1973,
0.01,1,1973,
0.04,1,1973,
0.04,1,1973,
0.12,1,1973,
0.03,2,1973,
0.01,2,1973,
0.0,2,1973,
0.01,2,1973,
0.01,2,1973,
0.04,2,1973,
0.14,2,1973,
0.26,2,1973,
0.04,2,1973,
0.02,2,1973,
0.22,2,1973,
0.09,2,1973,
0.04,2,1973,
0.46,2,1973,
0.0,2,1973,
0.0,2,1973,
0.0,2,1973,
0.03,2,1973,
0.01,2,1973,
0.03,2,1973,
0.02,2,1973,
0.0,2,1973,
0.07,2,1973,
0.0,2,1973,
0.36,2,1973,
0.0,2,1973,
0.06,2,1973,
0.02,2,1973,
0.06,3,1973,
0.03,3,1973,
0.17,3,1973,
0.0,3,1973,
0.08,3,1973,
0.0,3,1973,
0.0,3,1973,
0.0,3,1973,
0.0,3,1973,
0.0,3,1973,
0.0,3,1973,
0.0,3,1973,
0.0,3,1973,
0.0,3,1973,
0.0,3,1973,
0.0,3,1973,
0.0,3,1973,
0.0,3,1973,
0.0,3,1973,
0.0,3,1973,
0.0,3,1973,
0.0,3,1973,
0.01,3,1973,
0.02,3,1973,
0.1,3,1973,
0.0,3,1973,
0.09,3,1973,
0.0,3,1973,
0.08,3,1973,
0.0,3,1973,
0.02,3,1973,
0.68,4,1973,
0.02,4,1973,
0.22,4,1973,
0.08,4,1973,
0.02,4,1973,
0.01,4,1973,
0.03,4,1973,
0.02,4,1973,
0.0,4,1973,
0.01,4,1973,
0.07,4,1973,
0.02,4,1973,
0.0,4,1973,
0.0,4,1973,
0.0,4,1973,
0.0,4,1973,
0.0,4,1973,
0.0,4,1973,
0.01,4,1973,
0.03,4,1973,
0.14,4,1973,
0.2,4,1973,
0.1,4,1973,
0.0,4,1973,
0.0,4,1973,
0.0,4,1973,
0.0,4,1973,
0.13,4,1973,
0.08,4,1973,
0.04,4,1973,
0.01,5,1973,
0.43,5,1973,
0.18,5,1973,
0.18,5,1973,
0.2,5,1973,
0.09,5,1973,
0.04,5,1973,
0.01,5,1973,
0.14,5,1973,
0.07,5,1973,
0.0,5,1973,
0.09,5,1973,
0.02,5,1973,
0.0,5,1973,
0.0,5,1973,
0.0,5,1973,
0.07,5,1973,
0.21,5,1973,
0.66,5,1973,
0.14,5,1973,
0.0,5,1973,
0.18,5,1973,
0.22,5,1973,
0.0,5,1973,
0.17,5,1973,
0.01,5,1973,
0.1,5,1973,
0.0,5,1973,
0.12,5,1973,
0.07,5,1973,
0.0,5,1973,
0.0,6,1973,
0.11,6,1973,
0.01,6,1973,
0.0,6,1973,
0.0,6,1973,
0.0,6,1973,
0.0,6,1973,
0.03,6,1973,
0.01,6,1973,
0.01,6,1973,
0.0,6,1973,
0.05,6,1973,
0.0,6,1973,
0.0,6,1973,
0.0,6,1973,
0.0,6,1973,
0.0,6,1973,
0.3,6,1973,
0.0,6,1973,
0.0,6,1973,
0.0,6,1973,
0.0,6,1973,
0.0,6,1973,
0.0,6,1973,
0.1,6,1973,
0.0,6,1973,
0.0,6,1973,
0.0,6,1973,
0.0,6,1973,
0.0,6,1973,
0.32,7,1973,
0.0,7,1973,
0.3,7,1973,
0.0,7,1973,
0.02,7,1973,
0.0,7,1973,
0.0,7,1973,
0.0,7,1973,
0.03,7,1973,
0.04,7,1973,
0.0,7,1973,
0.01,7,1973,
0.21,7,1973,
0.24,7,1973,
1.29,7,1973,
0.08,7,1973,
0.02,7,1973,
0.16,7,1973,
0.0,7,1973,
0.27,7,1973,
0.04,7,1973,
0.11,7,1973,
0.01,7,1973,
0.0,7,1973,
0.0,7,1973,
0.0,7,1973,
0.0,7,1973,
0.0,7,1973,
0.0,7,1973,
0.0,7,1973,
