"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-07-27","0.00","T,,s",,,"85",",,s","90",",,s","80",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-07-28","0.00",",,s",,,"86",",,s","93",",,s","80",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-07-29","0.00",",,s",,,"88",",,s","97",",,s","80",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-07-30","0.00",",,s",,,"84",",,s","97",",,s","80",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-07-31","0.00",",,s",,,"85",",,s","93",",,s","79",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-08-01","0.00",",,s",,,"84",",,s","91",",,s","77",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-08-02","0.00",",,s",,,"83",",,s","91",",,s","75",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-08-03","0.00","T,,s",,,"84",",,s","93",",,s","76",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-08-04","0.02",",,s",,,"81",",,s","88",",,s","77",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-08-05","0.00",",,s",,,"79",",,s","86",",,s","72",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-08-06","0.00",",,s",,,"79",",,s","88",",,s","70",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-08-07","0.00","T,,s",,,"80",",,s","87",",,s","73",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-08-08","0.00","T,,s",,,"81",",,s","88",",,s","77",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-08-09","0.00",",,s",,,"82",",,s","88",",,s","77",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-08-10","0.07",",,s",,,"81",",,s","90",",,s","76",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-08-11","0.00",",,s",,,"83",",,s","90",",,s","77",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-08-12","0.00",",,s",,,"83",",,s","90",",,s","78",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-08-13","0.00",",,s",,,"85",",,s","92",",,s","79",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-08-14","0.00","T,,s",,,"85",",,s","96",",,s","77",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-08-15","0.00",",,s",,,"87",",,s","98",",,s","78",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-08-16","0.00",",,s",,,"88",",,s","97",",,s","81",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-08-17","1.37",",,s",,,"83",",,s","89",",,s","71",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-08-18","0.00",",,s",,,"86",",,s","96",",,s","79",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-08-19","0.00",",,s",,,"88",",,s","95",",,s","80",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-08-20","0.18",",,s",,,"86",",,s","93",",,s","75",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-08-21","0.00",",,s",,,"85",",,s","96",",,s","78",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-08-22","0.00",",,s",,,"87",",,s","97",",,s","80",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-08-23","1.21",",,s",,,"83",",,s","88",",,s","76",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-08-24","0.03",",,s",,,"81",",,s","88",",,s","75",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-08-25","0.00","T,,s",,,"83",",,s","91",",,s","77",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-08-26","0.00","T,,s",,,"83",",,s","90",",,s","78",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-08-27","0.02",",,s",,,"81",",,s","90",",,s","75",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-08-28","0.00",",,s",,,"81",",,s","89",",,s","75",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-08-29","0.00",",,s",,,"82",",,s","90",",,s","74",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-08-30","0.04",",,s",,,"80",",,s","87",",,s","75",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-08-31","1.24",",,s",,,"76",",,s","85",",,s","71",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-09-01","1.02",",,s",,,"76",",,s","85",",,s","71",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-09-02","0.00",",,s",,,"80",",,s","87",",,s","72",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-09-03","0.00",",,s",,,"83",",,s","90",",,s","75",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-09-04","0.00",",,s",,,"82",",,s","87",",,s","79",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-09-05","0.09",",,s",,,"77",",,s","81",",,s","74",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-09-06","0.00","T,,s",,,"78",",,s","83",",,s","75",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-09-07","0.00","T,,s",,,"76",",,s","82",",,s","69",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-09-08","0.00",",,s",,,"76",",,s","83",",,s","68",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-09-09","0.03",",,s",,,"77",",,s","80",",,s","72",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-09-10","0.06",",,s",,,"75",",,s","80",",,s","71",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-09-11","0.97",",,s",,,"72",",,s","77",",,s","68",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-09-12","0.00",",,s",,,"72",",,s","80",",,s","63",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-09-13","0.00","T,,s",,,"73",",,s","79",",,s","66",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-09-14","0.00","T,,s",,,"72",",,s","77",",,s","65",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-09-15","0.00",",,s",,,"72",",,s","80",",,s","63",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-09-16","0.00",",,s",,,"74",",,s","79",",,s","66",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-09-17","0.00","T,,s",,,"74",",,s","81",",,s","67",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-09-18","0.00",",,s",,,"74",",,s","80",",,s","69",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-09-19","1.93",",,s",,,"66",",,s","74",",,s","59",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-09-20","2.95",",,s",,,"65",",,s","68",",,s","60",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-09-21","0.63",",,s",,,"71",",,s","73",",,s","67",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-09-22","0.04",",,s",,,"74",",,s","76",",,s","72",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-09-23","0.07",",,s",,,"77",",,s","81",",,s","74",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-09-24","0.04",",,s",,,"76",",,s","84",",,s","69",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-09-25","0.05",",,s",,,"70",",,s","75",",,s","66",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-09-26","0.00",",,s",,,"69",",,s","78",",,s","62",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-09-27","0.00",",,s",,,"66",",,s","76",",,s","56",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-09-28","0.00","T,,s",,,"68",",,s","75",",,s","61",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-09-29","0.00","T,,s",,,"70",",,s","75",",,s","67",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-09-30","0.27",",,s",,,"70",",,s","73",",,s","67",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-10-01","0.47",",,s",,,"67",",,s","72",",,s","64",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-10-02","0.70",",,s",,,"65",",,s","68",",,s","62",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-10-03","0.50",",,s",,,"63",",,s","69",",,s","58",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-10-04","0.84",",,s",,,"62",",,s","65",",,s","59",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-10-05","0.00","T,,s",,,"65",",,s","71",",,s","59",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-10-06","0.00",",,s",,,"62",",,s","70",",,s","54",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-10-07","0.00",",,s",,,"64",",,s","71",",,s","54",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-10-08","0.00",",,s",,,"66",",,s","73",",,s","60",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-10-09","0.00","T,,s",,,"67",",,s","72",",,s","64",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-10-10","0.00",",,s",,,"64",",,s","75",",,s","56",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-10-11","0.00",",,s",,,"59",",,s","64",",,s","53",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-10-12","0.00",",,s",,,"59",",,s","67",",,s","51",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-10-13","0.00",",,s",,,"59",",,s","67",",,s","50",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-10-14","0.00",",,s",,,"62",",,s","69",",,s","55",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-10-15","0.00",",,s",,,"60",",,s","69",",,s","50",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-10-16","0.00",",,s",,,"60",",,s","72",",,s","51",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-10-17","0.00",",,s",,,"62",",,s","68",",,s","56",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-10-18","0.00",",,s",,,"64",",,s","70",",,s","59",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-10-19","0.00",",,s",,,"62",",,s","70",",,s","54",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-10-20","0.00","T,,s",,,"67",",,s","75",",,s","60",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-10-21","0.00",",,s",,,"71",",,s","81",",,s","64",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-10-22","0.00","T,,s",,,"64",",,s","68",",,s","62",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-10-23","0.00","T,,s",,,"61",",,s","64",",,s","58",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-10-24","0.00","T,,s",,,"60",",,s","65",",,s","56",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-10-25","0.01",",,s",,,"57",",,s","60",",,s","53",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-10-26","0.00",",,s",,,"56",",,s","65",",,s","49",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-10-27","0.00",",,s",,,"53",",,s","66",",,s","44",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-10-28","0.07",",,s",,,"56",",,s","64",",,s","51",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-10-29","0.18",",,s",,,"55",",,s","60",",,s","52",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-10-30","0.00",",,s",,,"56",",,s","66",",,s","47",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-10-31","0.00",",,s",,,"57",",,s","71",",,s","47",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-11-01","0.00",",,s",,,"60",",,s","70",",,s","49",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-11-02","0.00",",,s",,,"62",",,s","71",",,s","56",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-11-03","0.00",",,s",,,"63",",,s","72",",,s","56",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-11-04","0.01",",,s",,,"63",",,s","72",",,s","53",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-11-05","0.00",",,s",,,"63",",,s","69",",,s","55",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-11-06","0.00",",,s",,,"62",",,s","69",",,s","55",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-11-07","0.00","T,,s",,,"60",",,s","63",",,s","59",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-11-08","0.00",",,s",,,"59",",,s","63",",,s","57",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-11-09","0.13",",,s",,,"56",",,s","60",",,s","52",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-11-10","0.00",",,s",,,"54",",,s","61",",,s","48",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-11-11","0.00",",,s",,,"59",",,s","64",",,s","54",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-11-12","0.00",",,s",,,"59",",,s","64",",,s","55",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-11-13","0.00",",,s",,,"56",",,s","64",",,s","49",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-11-14","0.00",",,s",,,"52",",,s","63",",,s","44",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-11-15","0.00",",,s",,,"52",",,s","60",",,s","46",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-11-16","0.00",",,s",,,"51",",,s","58",",,s","44",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-11-17","0.00",",,s",,,"50",",,s","58",",,s","41",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-11-18","0.00",",,s",,,"49",",,s","61",",,s","40",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-11-19","0.00",",,s",,,"52",",,s","64",",,s","41",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-11-20","0.00",",,s",,,"55",",,s","67",",,s","44",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-11-21","0.00",",,s",,,"52",",,s","65",",,s","41",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-11-22","0.00",",,s",,,"51",",,s","60",",,s","41",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-11-23","0.00",",,s",,,"48",",,s","59",",,s","41",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-11-24","0.00",",,s",,,"48",",,s","58",",,s","38",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-11-25","0.00",",,s",,,"47",",,s","62",",,s","33",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-11-26","0.01",",,s",,,"52",",,s","68",",,s","41",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-11-27","0.00",",,s",,,"52",",,s","70",",,s","41",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-11-28","0.00","T,,s",,,"55",",,s","62",",,s","49",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-11-29","0.00","T,,s",,,"36",",,s","49",",,s","31",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-11-30","0.00",",,s",,,"34",",,s","45",",,s","26",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-12-01","0.00",",,s",,,"40",",,s","53",",,s","25",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-12-02","0.00",",,s",,,"50",",,s","59",",,s","42",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-12-03","0.00",",,s",,,"46",",,s","59",",,s","35",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-12-04","0.00",",,s",,,"53",",,s","65",",,s","42",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-12-05","0.00",",,s",,,"45",",,s","57",",,s","37",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-12-06","0.00",",,s",,,"34",",,s","41",",,s","29",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-12-07","0.00",",,s",,,"33",",,s","40",",,s","27",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-12-08","0.00",",,s",,,"33",",,s","44",",,s","25",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-12-09","0.00",",,s",,,"33",",,s","44",",,s","24",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-12-10","0.00",",,s",,,"43",",,s","57",",,s","31",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-12-11","0.00",",,s",,,"42",",,s","53",",,s","36",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-12-12","0.00",",,s",,,"40",",,s","52",",,s","30",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-12-13","0.00",",,s",,,"46",",,s","59",",,s","37",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-12-14","0.00",",,s",,,"41",",,s","46",",,s","36",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-12-15","0.00",",,s",,,"35",",,s","44",",,s","29",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-12-16","0.00",",,s",,,"37",",,s","51",",,s","26",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-12-17","0.00",",,s",,,"43",",,s","58",",,s","32",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-12-18","0.00",",,s",,,"48",",,s","56",",,s","39",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-12-19","0.00",",,s",,,"46",",,s","51",",,s","43",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-12-20","0.00",",,s",,,"44",",,s","48",",,s","42",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-12-21","0.00",",,s",,,"45",",,s","49",",,s","41",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-12-22","0.00","T,,s",,,"46",",,s","49",",,s","44",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-12-23","0.00",",,s",,,"47",",,s","51",",,s","45",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-12-24","0.11",",,s",,,"47",",,s","49",",,s","45",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-12-25","0.59",",,s",,,"50",",,s","54",",,s","47",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-12-26","0.38",",,s",,,"45",",,s","49",",,s","43",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-12-27","0.48",",,s",,,"39",",,s","45",",,s","36",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-12-28","0.00",",,s",,,"38",",,s","44",",,s","32",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-12-29","0.00",",,s",,,"43",",,s","54",",,s","32",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-12-30","0.00",",,s",,,"47",",,s","58",",,s","36",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1971-12-31","0.00",",,s",,,"44",",,s","54",",,s","35",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1972-01-01","0.00","T,,s",,,"40",",,s","48",",,s","35",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1972-01-02","0.00",",,s",,,"36",",,s","45",",,s","29",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1972-01-03","0.00",",,s",,,"47",",,s","55",",,s","38",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1972-01-04","0.01",",,s",,,"44",",,s","50",",,s","42",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1972-01-05","0.00",",,s",,,"40",",,s","43",",,s","38",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1972-01-06","0.00",",,s",,,"38",",,s","42",",,s","35",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1972-01-07","0.00",",,s",,,"44",",,s","51",",,s","38",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1972-01-08","0.00",",,s",,,"42",",,s","52",",,s","33",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1972-01-09","0.24",",,s",,,"45",",,s","49",",,s","39",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1972-01-10","0.51",",,s",,,"42",",,s","47",",,s","39",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1972-01-11","0.07",",,s",,,"36",",,s","40",",,s","33",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1972-01-12","0.00","T,,s",,,"35",",,s","37",",,s","34",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1972-01-13","0.00",",,s",,,"35",",,s","37",",,s","33",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1972-01-14","0.00",",,s",,,"33",",,s","36",",,s","31",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1972-01-15","0.00",",,s",,,"31",",,s","36",",,s","27",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1972-01-16","0.00",",,s",,,"33",",,s","42",",,s","25",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1972-01-17","0.00",",,s",,,"42",",,s","49",",,s","36",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1972-01-18","0.00",",,s",,,"46",",,s","57",",,s","35",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1972-01-19","0.00",",,s",,,"48",",,s","58",",,s","40",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1972-01-20","0.00",",,s",,,"45",",,s","57",",,s","36",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1972-01-21","0.00",",,s",,,"42",",,s","51",",,s","35",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1972-01-22","0.00",",,s",,,"48",",,s","60",",,s","38",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1972-01-23","0.00",",,s",,,"58",",,s","67",",,s","50",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1972-01-24","0.00","T,,s",,,"49",",,s","58",",,s","43",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1972-01-25","0.00",",,s",,,"35",",,s","44",",,s","31",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1972-01-26","0.00",",,s",,,"30",",,s","35",",,s","28",",,s"
